product_title,average_rating,total_reviews,review_author,review_rating,review_date,review_text
Apple AirPods with Charging Case (Wired),4.8,26820,Jeremy Sasser,5,25-Apr-21,Bought these for my wife and are surprisingly very good quality. (I'm not an Apple fan) but so far extremely nice.
Apple AirPods with Charging Case (Wired),4.8,26820,Lynne L.,1,2-Jun-21,I both as a gift for my sister and I went to Brazil at the end of January. But the left side never worked.
Apple AirPods with Charging Case (Wired),4.8,26820,Bryce Daly,1,31-May-21,I didnt know it was gen 1 airpods
Apple AirPods with Charging Case (Wired),4.8,26820,d 3 PO,5,25-May-21,I’m impressed at how seamlessly these work right out of the box. Easy to use amazingly well coordinated with the iPhone and sound quality is excellent. comfort level is excellent and they are lightweight and work really well!
Apple AirPods with Charging Case (Wired),4.8,26820,PadaiAmazon,2,5-May-21,"The package was arrived, but there's a big damage on the corner side of box. Very disappointment."
Apple AirPods with Charging Case (Wired),4.8,26820,Faith,5,26-Apr-21,Hell yah
Apple AirPods with Charging Case (Wired),4.8,26820,Timothy kendall jr,1,22-Apr-21,These were fake
Apple AirPods with Charging Case (Wired),4.8,26820,Rony Bonilla Linares,5,22-Apr-21,Okay
Apple AirPods with Charging Case (Wired),4.8,26820,Preston,5,28-Apr-21,Item as described.
Apple AirPods with Charging Case (Wired),4.8,26820,Drexel G,5,19-May-21,"Exactly what you see. Apple manufactured as said and very brand new. Quality sound, very receptive, charger because case works."
Apple AirPods with Charging Case (Wired),4.8,26820,Ron,5,20-Apr-21,"I purchased as a set for my son These are a great all around as music, phone, etc."
Apple AirPods with Charging Case (Wired),4.8,26820,Stormey Golden,5,24-May-21,Perfect! No issues works very well. Just like an apple product! Definitely recommended!
Apple AirPods with Charging Case (Wired),4.8,26820,Paul Green,2,8-Apr-21,The wired ear pieces that were free give much better sound quay. I am disappointed with these.
Apple AirPods with Charging Case (Wired),4.8,26820,Bachgaa,5,4-May-21,"Got it for my wife’s birthday. Since XS doesn’t have the old headphone plugs, AirPods work perfectly. More importantly she loves it. Sound effect is pretty good too."
Apple AirPods with Charging Case (Wired),4.8,26820,Rodriguez,5,8-Apr-21,"Sound quality is perfect, AirPods are origina."
Apple AirPods with Charging Case (Wired),4.8,26820,Ashley,1,14-Apr-21,"DO NOT BUY....I bought these to replace misplaced AirPods that my mother bought from Apple directly. So having had authentic AirPods, I knew how they should operate and these simply were not the same. Never had connectivity issues with the ones bought directly from Apple...these however would randomly disconnect. When I tried to reconnect, they did not even though my phone showed they were connected. With other AirPods, when you get a text, the music lowers and Siri reads your text...with there, nothing lowered...it was a shouting match between my text and the music. JUST DO NOT BUY THESE, go to Apple directly !!!!"
Apple AirPods with Charging Case (Wired),4.8,26820,Roger Fox,3,20-May-21,"I got issues with this device . . . The buds are smooth, therefore a bit difficult to grasp when removing from the case. There is no kind of cover to keep the buds clean. Upon first use, after charging, the phones discharged to 71% after only about a half hour of use. Considerably longer on second use. Volume level ain’t much! I set it at about 75% to max! Anything less is useless!!! Now the arrogant part . . . buds are NOT “discoverable” under Windows 10! iPad is, Air Buds are not!!! I can only use these on iPhone, iPad and presumably Mac! Does not work in Windows 10 and, I’d bet, Android! Other like devices are usable in ALL 3 platforms!!! Pretty stupid!"
Apple AirPods with Charging Case (Wired),4.8,26820,Nahian ahmed,4,20-Apr-21,battery time not longer.
Apple AirPods with Charging Case (Wired),4.8,26820,Ila Borden,5,29-May-21,Amazing sound I forget it’s in my ear all the time and I don’t have to remember to put it on charge everyday; I can charge one Monday and not have to charge the case til Thursday.
Apple AirPods with Charging Case (Wired),4.8,26820,Eric,1,30-May-21,These are fake AirPods
Apple AirPods with Charging Case (Wired),4.8,26820,Ally,5,2-May-21,These are the REAL ones! I was sceptic after reading reviews but decided to risk it for the biscuit and it paid off! These are the real ones and are so pretty! These are the GENERATION 2 BTW!
Apple AirPods with Charging Case (Wired),4.8,26820,Elp,5,8-Apr-21,Quality and speed of recharging
Apple AirPods with Charging Case (Wired),4.8,26820,Ward,5,30-Apr-21,Worked perfectly
Apple AirPods with Charging Case (Wired),4.8,26820,Oyeyemi O. Adeniran,5,11-May-21,No complaint
Apple AirPods with Charging Case (Wired),4.8,26820,Anna Renstrom,5,20-Apr-21,Have as a gift. Good product.
Apple AirPods with Charging Case (Wired),4.8,26820,Cee Brunson,1,16-Apr-21,They were not new — used.
Apple AirPods with Charging Case (Wired),4.8,26820,everett greene,5,15-Apr-21,Great fit
Apple AirPods with Charging Case (Wired),4.8,26820,Amber P,5,13-Apr-21,"They fit my ears perfectly. Sometimes if I’m working hard—physically—they start to fall out due to sweat. If I wear them for several days at a time (no not continuously lol) they hurt my ears, but I think all earbuds would if you wore them often. Other than that—I love them! Definitely worth what I paid for verses my cellphone carriers pricing!"
Apple AirPods with Charging Case (Wired),4.8,26820,Greg,1,12-Apr-21,They were not cleaned they came dirty with ear wax still on them it was gross DO NOT ORDER
Apple AirPods with Charging Case (Wired),4.8,26820,Hailey,4,23-Apr-21,Was worried about them being fake but after checking serial number with apple’s website they are 100% real
Apple AirPods with Charging Case (Wired),4.8,26820,Chynna.B,5,27-Apr-21,"Loved the head set , canceling sound quality is a bit off ."
Apple AirPods with Charging Case (Wired),4.8,26820,Justin white,5,7-Apr-21,Love them. I even got a Nintendo switch AirPods case. I just got an iPhone after all these years. It’s not bad so far. The accessories are top notch.
Apple AirPods with Charging Case (Wired),4.8,26820,Kaddub,5,16-May-21,Sound Quality is always good with AirPods.
Apple AirPods with Charging Case (Wired),4.8,26820,Chicken,4,13-Apr-21,"DON’T LET YOUR CHARGING CASE GET TO 0% BATTERY!!! I have owned these AirPods for a little over a month. During that time, my AirPods where amazing, great sound quality, great battery life, and it doesn’t fall out the ears! It’s way better than the standard earphones that you get with a new iPhone. The problem occurred when I let my charging case get to 0% battery for the first time, I didn’t think it would do much since I could always charge it. Unfortunately, the charging case was completely unresponsive, it never turned back on despite leaving it charging for more than a day (yes I used different chargers and yes they all worked on my phone). I contacted apple about it and I was offered a $40 replacement for a problem I didn’t ask for... Apple is so greedy lol. Nevertheless the product is solid for the most part, just never let the charging case reach 0%."
Apple AirPods with Charging Case (Wired),4.8,26820,Jennifer Vermillion,5,21-May-21,My son loves them
Apple AirPods with Charging Case (Wired),4.8,26820,Kyle,2,14-Apr-21,"A little confused on why my AirPods already have a name that I did not give them...looked it up, says that means they had a previous owner. Didn’t see anything in here about then being used. Pretty disgusting. I’d never buy used things that go in my ears."
Apple AirPods with Charging Case (Wired),4.8,26820,Jessica,1,17-Apr-21,Battery doesn’t last long
Apple AirPods with Charging Case (Wired),4.8,26820,JERRY RAY,5,23-May-21,Works Great
Apple AirPods with Charging Case (Wired),4.8,26820,Bri,5,17-Apr-21,"I brought it for my daughter, she loves them. I have a pair myself. They’re great for a work out or while cleaning, even at work with one in my ear. My daughter uses them all the time, sometime I have to call her phone to get her attention that’s how great the noise canceling is."
Apple AirPods with Charging Case (Wired),4.8,26820,Kim’aya Francis,5,18-Apr-21,Great sound quality!
Apple AirPods with Charging Case (Wired),4.8,26820,Maggie,5,20-Apr-21,"Don’t listen to what anyone says. GET THESE!! They’re so comfortable, they automatically connect to your phone and the sound is AMAZING. Game changer for working out or answering phone calls without having to deal with wires and holding a phone."
Apple AirPods with Charging Case (Wired),4.8,26820,tjp55,5,13-May-21,"I used to wear sports earplugs during workouts but they made my ears wet and uncomfortable. Apple Airpods are very light and they don't drop when I run or jump. For me, Airpods are better than Airpods Pro even they don't have noise cancellation."
Apple AirPods with Charging Case (Wired),4.8,26820,Chevelle,5,9-Apr-21,there brand new and come with everything u need. no problems had em for probably a month now
Apple AirPods with Charging Case (Wired),4.8,26820,Yuly,1,12-May-21,"No se escucha bien segunda vez que los cambio y sigue el mismo problema, defectuoso por segunda vez 🙁"
Apple AirPods with Charging Case (Wired),4.8,26820,Lisa Smart,5,26-Apr-21,"Bought for daughter and she loves them, she is satisfied and so am I."
Apple AirPods with Charging Case (Wired),4.8,26820,Toby&Lori,5,21-May-21,They was nice for the short time they was used. Someone liked them more so they grew legs.
Apple AirPods with Charging Case (Wired),4.8,26820,Margaret Rankin,5,1-May-21,They are very heavy in the case and in my purse.
Apple AirPods with Charging Case (Wired),4.8,26820,Brielle,5,9-Apr-21,"They charge way faster then I expected. They will fully charge in about 20 mins in the case! Sound quality is decent and the noise cancellation is okay, not as good as the pros though."
Apple AirPods with Charging Case (Wired),4.8,26820,Barbel Wolf,5,10-May-21,Would have liked better fit in ear(too large)
Apple AirPods with Charging Case (Wired),4.8,26820,DeeDee03,5,27-May-21,Works like a charm. Perfect
Apple AirPods with Charging Case (Wired),4.8,26820,Colton Webb,5,20-May-21,Great earphones. They’re the actual Apple AirPods and I absolutely love them.
Apple AirPods with Charging Case (Wired),4.8,26820,Eymar,5,8-Apr-21,Excelente
Apple AirPods with Charging Case (Wired),4.8,26820,Diego,5,13-Apr-21,Very comfortable for my ear shape since I can’t use in-ears. Noise cancellation is nill. No volume control. Sound is decent
Apple AirPods with Charging Case (Wired),4.8,26820,Richard Kuntz,5,24-May-21,Work perfectly
Apple AirPods with Charging Case (Wired),4.8,26820,Hajar,5,28-Apr-21,Good item 👏🏻👏🏻
Apple AirPods with Charging Case (Wired),4.8,26820,Geronimo benavidez,1,13-May-21,I bought these for my wife and when she connected them she thought they were my sanchas because some other females name shower up under the AirPods. I gave a 1 star for that because it said new not used. This product was not new. It was used.
Apple AirPods with Charging Case (Wired),4.8,26820,Litzy,1,20-May-21,Solo funcionaron por 1 mes y después la caja ya no cargaba y solo prendía una luz roja aún que estuviera cargada
Apple AirPods with Charging Case (Wired),4.8,26820,Lilian segebre,5,25-Apr-21,Excellent
Apple AirPods with Charging Case (Wired),4.8,26820,Mary Julia,2,18-Apr-21,The ear peices are to large to fit into my ear channel...fall out. I returned them for refund
Apple AirPods with Charging Case (Wired),4.8,26820,Aletia Miller,5,15-May-21,Love them
Apple AirPods with Charging Case (Wired),4.8,26820,Kassie Austin,5,29-Apr-21,good quality and sound
Apple AirPods with Charging Case (Wired),4.8,26820,Nicole Boles,2,10-Apr-21,Performs perfectly but the reason for two stars? EXTREMELY uncomfortable. I sincerely regret buying these and not the pros. These are miserable to wear.
Apple AirPods with Charging Case (Wired),4.8,26820,Annette E.,5,20-Apr-21,Excellent. Clear.
Apple AirPods with Charging Case (Wired),4.8,26820,Terry Petrowski,1,19-May-21,I have bought three pair and the speakers go out within a week All three are now paper weights
Apple AirPods with Charging Case (Wired),4.8,26820,Destiny McGinnist,5,3-May-21,liked everything
Apple AirPods with Charging Case (Wired),4.8,26820,mreenstringbean,5,7-May-21,these are exactly what i'd hope they'd be
Apple AirPods with Charging Case (Wired),4.8,26820,MaryAnne Meyn,5,22-Apr-21,"I love them! I can hear well, people can hear me, and I love that they recharge in the case. Wish I'd bought them a year ago!"
Apple AirPods with Charging Case (Wired),4.8,26820,Alejandro,1,7-May-21,"I bought this a few weeks ago and one of the headphones discharges within 30 minutes of using them, they really do not work as I expected"
Apple AirPods with Charging Case (Wired),4.8,26820,Mario B,5,25-Apr-21,"Me encantan mis AirPods, gracias Amazon 😁🥰"
Apple AirPods with Charging Case (Wired),4.8,26820,ROBERTO RAMIREZ,5,17-Apr-21,"I just enjoyed them for 2 weeks, the reason I lost them"
Apple AirPods with Charging Case (Wired),4.8,26820,Ernestina Gonzalez,5,16-Apr-21,I love my AirPods!
Apple AirPods with Charging Case (Wired),4.8,26820,huitingtan,5,22-Apr-21,nice
Apple AirPods with Charging Case (Wired),4.8,26820,precilla smith,1,11-Apr-21,Too large would not stay in my ear.
Apple AirPods with Charging Case (Wired),4.8,26820,Phillis,1,11-Apr-21,Did not fit my ears! My ears are kinda small but still. I don’t have issues with the ones included with my iPhone. Idk why I had such trouble with these. Had to return
Apple AirPods with Charging Case (Wired),4.8,26820,Tanisha Davis,1,20-Apr-21,Left AirPod is not working anymore. On had it for a couple of months!
Apple AirPods with Charging Case (Wired),4.8,26820,Karla Rapp,5,14-Apr-21,these are NOT knockoffs great quality sound charges fast put drains somewhat fast as well. came super fast
Apple AirPods with Charging Case (Wired),4.8,26820,Brad Wans,5,6-May-21,Gift for my wife. She enjoys them.
Apple AirPods with Charging Case (Wired),4.8,26820,Natalie Rivera,1,7-May-21,The right bud stopped working a month in very disappointed
Apple AirPods with Charging Case (Wired),4.8,26820,Ronald Johnson,1,9-Apr-21,"I bought these about 6 months ago and listened to them at halfway volume the entire time. Now they don’t work even at full volume. Terrible use of money, wouldn’t recommend to anyone."
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,3-May-21,Love them
Apple AirPods with Charging Case (Wired),4.8,26820,Danielle Grant,5,8-Apr-21,I wish I would have purchased the noise cancelling air pods. These are good though.
Apple AirPods with Charging Case (Wired),4.8,26820,AKMAL,5,8-Apr-21,Battery life
Apple AirPods with Charging Case (Wired),4.8,26820,JDP,5,5-May-21,"Tried 3 different cheaper earbuds, NO BASS! Theses are expensive but worth it!"
Apple AirPods with Charging Case (Wired),4.8,26820,PolaMary,5,13-Apr-21,Loveeeeeeee!!!!!
Apple AirPods with Charging Case (Wired),4.8,26820,Himawari,5,16-Apr-21,Todo muy bien
Apple AirPods with Charging Case (Wired),4.8,26820,Kedabaybee02,5,24-Apr-21,Love love love my AirPods
Apple AirPods with Charging Case (Wired),4.8,26820,Marquia,5,1-Jun-21,They work great no issues paired fine sounds great charge lasts a long time i recommend highly just as hood as new . Did have to erase other person off account
Apple AirPods with Charging Case (Wired),4.8,26820,Veronica,5,22-May-21,It’s great
Apple AirPods with Charging Case (Wired),4.8,26820,Kerry Vernon,3,24-Apr-21,"I liked its ease of use with my XR phone. The sound is decent but nothing special. I found a distinct improvement in sound quality, fit and comfort with the addition of EarBuddyZ Ultra earhooks and covers. The fit was uncomfortable and the Airpods slipped out too easily without the covers. The quick charge and battery life were pretty good. A fair product but not a great one"
Apple AirPods with Charging Case (Wired),4.8,26820,Daniela arzoza,5,12-Apr-21,Great
Apple AirPods with Charging Case (Wired),4.8,26820,Nicolás Many,5,17-Apr-21,Es increíble lo mucho que dura la batería.
Apple AirPods with Charging Case (Wired),4.8,26820,Wenhui li,5,11-Apr-21,Works good for right now
Apple AirPods with Charging Case (Wired),4.8,26820,Brian harris,2,28-Apr-21,After 8hrs with support and a replacement earned they work. Crapple as usual but good customer service.
Apple AirPods with Charging Case (Wired),4.8,26820,Vahed,5,30-Apr-21,Recommended
Apple AirPods with Charging Case (Wired),4.8,26820,Sonia tome,5,19-May-21,Están súper buenos me encantan son sencillos pero perfecto sin dañar el oído cuando los usas👏
Apple AirPods with Charging Case (Wired),4.8,26820,Shalichia,5,23-May-21,"These are wonderful. The battery life is unbelievable, I only have to charge them every 2-3 days. I don’t talk on my phone for very long so your usage may have different results. But for me I have no complaints."
Apple AirPods with Charging Case (Wired),4.8,26820,Kindle Customer,5,18-May-21,I bought the Airport for my son. He is very pleased withe the product. He expressed that the sound quality and noise canceling technology are superior. Battery life is good. No complaints here!
Apple AirPods with Charging Case (Wired),4.8,26820,Uvalde Coyote,5,13-Apr-21,My son and daughter both asked for one so we ended up buying each their own so they could take it with them. They both are very pleased with their gift.
Apple AirPods with Charging Case (Wired),4.8,26820,Nilsa R.,1,9-Apr-21,They don’t work
Apple AirPods with Charging Case (Wired),4.8,26820,TracieP,5,21-May-21,"Excellent product, fantastic sound quality!!"
Apple AirPods with Charging Case (Wired),4.8,26820,Marlyn Rodriguez,5,24-May-21,iPhone
Apple AirPods with Charging Case (Wired),4.8,26820,daboats,5,18-May-21,Very happy
Apple AirPods with Charging Case (Wired),4.8,26820,Alice Davis,5,29-May-21,I bought these for my son for his iPhone 11 and he just loves them they work great and apparently they're noise canceling works great too because he doesn't hear much what I say... Lol
Apple AirPods with Charging Case (Wired),4.8,26820,Aneesah Woods,5,16-Apr-21,Love the ability to listen to music and no one knows
Apple AirPods with Charging Case (Wired),4.8,26820,Josue Sorto,5,2-Jun-21,"Really good airpods 2nd generation for the price, it came in great condition and its perfect for my android phone I highly recommend"
Apple AirPods with Charging Case (Wired),4.8,26820,Charles Vassallo,5,18-May-21,best thang i ever decided to purchase
Apple AirPods with Charging Case (Wired),4.8,26820,S,4,19-May-21,Great sound quality. The wired case is more flimsy than the wireless. Feels cheaper too. Still works though.
Apple AirPods with Charging Case (Wired),4.8,26820,Mr Stephen G Lennon,5,12-May-21,They were great
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,1,21-Apr-21,I was sold a refurbished or return pair of AirPods that stated they were new when purchased. My AirPods says Area’s AirPods when connected.
Apple AirPods with Charging Case (Wired),4.8,26820,Brittney,5,12-May-21,Great quality and works excellent. Never going with a different brand again!
Apple AirPods with Charging Case (Wired),4.8,26820,Danielle Jarman,1,27-Apr-21,Overall I very much like the idea of AirPods. I’ve just had these over a month it’s been a month and 9 days and my battery life on them are shot. I can’t get more than 1.5 hrs off of a full charge with them. I tried to go back and send them back but I’m 8 days over my return period and I can’t add AppleCare to them. Worst experience I’ve had with Amazon or apple ever.
Apple AirPods with Charging Case (Wired),4.8,26820,MCH,5,31-May-21,Great sound quality and noise cancellation. Wish the battery lasted a bit longer
Apple AirPods with Charging Case (Wired),4.8,26820,Skylah,5,12-Apr-21,Stay charged long time
Apple AirPods with Charging Case (Wired),4.8,26820,Pressman,5,24-Apr-21,"These AirPods work great with my IPhone, connecting with phone automatically and sound quality is great, the battery life is pretty good, I use the pods for about five to six hours before charging them , noise cancellation is very good."
Apple AirPods with Charging Case (Wired),4.8,26820,Karonda McQueen,5,10-May-21,Work use
Apple AirPods with Charging Case (Wired),4.8,26820,Hazelm,5,26-Apr-21,Very comfortable I like these a lot.
Apple AirPods with Charging Case (Wired),4.8,26820,Damaine,5,13-Apr-21,Great
Apple AirPods with Charging Case (Wired),4.8,26820,Daisy Montoya,3,28-Apr-21,Airpods and case were dirty
Apple AirPods with Charging Case (Wired),4.8,26820,max,5,14-May-21,The sound quality is great even my wife can hear what I'm listening to from far and screams at me 😁
Apple AirPods with Charging Case (Wired),4.8,26820,Robert,5,22-May-21,I would love them but they came without the cord that attaches them together
Apple AirPods with Charging Case (Wired),4.8,26820,ChristinaLynn Sherman,5,30-Apr-21,Got for my Grandbaby
Apple AirPods with Charging Case (Wired),4.8,26820,L,5,25-May-21,Works perfect fast shipping
Apple AirPods with Charging Case (Wired),4.8,26820,Tanan,4,8-May-21,I purchased this during thanksgiving sale and it is so much worth the money. The battery life and sound quality are not bad at all.
Apple AirPods with Charging Case (Wired),4.8,26820,Pierre Hill,1,11-Apr-21,"These refurbished AirPods were a good thought, at least that’s what I thought. One ear bud (the left one) cannot pair and be used alone. Don’t try to save a few dollars and buy new."
Apple AirPods with Charging Case (Wired),4.8,26820,Teresa brown,5,25-Apr-21,My husband loves them. They were for Father’s Day but we gave them to him early 😊
Apple AirPods with Charging Case (Wired),4.8,26820,Cong zhang,5,2-May-21,Very good. I like
Apple AirPods with Charging Case (Wired),4.8,26820,Vendetta McDonald,5,22-Apr-21,I like it
Apple AirPods with Charging Case (Wired),4.8,26820,Rosmery,5,18-May-21,Excelente
Apple AirPods with Charging Case (Wired),4.8,26820,Mia,1,24-Apr-21,Even won’t have 1 star. Just remind you that it’s second handed and broken which is bitten by a pet. So disgusting. Won’t buy any apple product here.
Apple AirPods with Charging Case (Wired),4.8,26820,Wilson Torres,5,12-Apr-21,Love them but about a month of use and the base needs to be charged every day. Very frustrating to want to use the head phones but see that they have completely died in 24hrs
Apple AirPods with Charging Case (Wired),4.8,26820,Sierra Kromray,5,8-Apr-21,Perfect
Apple AirPods with Charging Case (Wired),4.8,26820,Copterpilot,4,2-Jun-21,Grandson loved it.
Apple AirPods with Charging Case (Wired),4.8,26820,Azucena Martínez,5,16-Apr-21,Muy buena
Apple AirPods with Charging Case (Wired),4.8,26820,Jafar Israfilov,5,5-May-21,I check product Seria Number on apple site. it is really orjinal. Good quality
Apple AirPods with Charging Case (Wired),4.8,26820,mariangela knapp,5,25-Apr-21,Great purchase
Apple AirPods with Charging Case (Wired),4.8,26820,jose,4,9-May-21,Very good everything is good
Apple AirPods with Charging Case (Wired),4.8,26820,Jacob,5,29-Apr-21,"Excellent, use them multiple times everyday. Work well, can hear perfectly."
Apple AirPods with Charging Case (Wired),4.8,26820,Danielle,5,9-Apr-21,Love
Apple AirPods with Charging Case (Wired),4.8,26820,Frequent Flyer,5,19-Apr-21,A little over 2 hours of talk time. Very clear and will charge completely in about 10 minutes.
Apple AirPods with Charging Case (Wired),4.8,26820,Jose,5,17-Apr-21,Great premium sound from a Premium brand at a very affordable price. It is worth the price.
Apple AirPods with Charging Case (Wired),4.8,26820,Neal,5,30-May-21,Easy
Apple AirPods with Charging Case (Wired),4.8,26820,Persia,1,18-May-21,Ear pods was dirty and I had to clean and disinfect them. This was not a new item it was used. Also the left ear pod do not work well.... would really like a refund
Apple AirPods with Charging Case (Wired),4.8,26820,Maria Amalia Sanchez,5,6-May-21,THUMBS UP
Apple AirPods with Charging Case (Wired),4.8,26820,Abram LeComte,5,30-May-21,Love this product and I’m big on android
Apple AirPods with Charging Case (Wired),4.8,26820,Nathan,3,16-Apr-21,good sound but didnt fit well in my ear
Apple AirPods with Charging Case (Wired),4.8,26820,Whitney Hamm,5,23-May-21,Great!
Apple AirPods with Charging Case (Wired),4.8,26820,Makayla Mikell,5,28-Apr-21,Amazing! Just like the ones advertised. Great in every way possible
Apple AirPods with Charging Case (Wired),4.8,26820,Mityrra,5,19-May-21,I don't regret buying. Helps when my hands are full!
Apple AirPods with Charging Case (Wired),4.8,26820,Erin S.,5,21-May-21,"I was slightly worried because of the negative reviews regarding people receiving ones that looked used, however the ones I received look brand spanking new! I didn’t want spend an excessive amount of money on the newest version and I’m very happy with these 2nd generation ones."
Apple AirPods with Charging Case (Wired),4.8,26820,Channpreet,3,10-May-21,Before quality is good but not now. have to say loud to transmit voice and worst in noise cancellation
Apple AirPods with Charging Case (Wired),4.8,26820,Taylor Shropshire,4,6-May-21,I love em so far easy to use and no tangle to deal with
Apple AirPods with Charging Case (Wired),4.8,26820,Alex,5,12-Apr-21,"High quality, awesome sound"
Apple AirPods with Charging Case (Wired),4.8,26820,Keiko,5,9-Apr-21,"I like that the AirPods are super loud it blocks out noise at full volume, cleaning tips you can find online easy to clean & lightweight. I recommend an attachment chain so you don’t lose them as they are small."
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,1,7-Apr-21,So i have had these AirPods for 2 weeks now and just started using them. The battery life on these are horrible on both the case and headphones itself. I wouldn’t recommend getting these it only lasts me 15 minutes the most.
Apple AirPods with Charging Case (Wired),4.8,26820,Kristina E,5,21-May-21,Great quality and battery life
Apple AirPods with Charging Case (Wired),4.8,26820,des,1,9-Apr-21,"The right one went out a week into using them?? They’re always fully charged, haven’t dropped them, I don’t know what the issue is."
Apple AirPods with Charging Case (Wired),4.8,26820,ConnieJo Henry,5,6-May-21,Got them for my youngest daughter she loves them.
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,1-Jun-21,Pretty good doesn’t come with charging cable
Apple AirPods with Charging Case (Wired),4.8,26820,Brandy Stanga,5,9-May-21,Nice airpods. They don't stay charged long enough for me was only down fall.
Apple AirPods with Charging Case (Wired),4.8,26820,Lukas Szewczyk,5,21-Apr-21,"Comfortable, easy to charge and use, great sound quality!"
Apple AirPods with Charging Case (Wired),4.8,26820,Yolanda E LLerena,5,17-Apr-21,Excelente
Apple AirPods with Charging Case (Wired),4.8,26820,MUZIC MYSTRO,4,23-Apr-21,Wish the bass sound was a deep as theBeats sound . Overall it serves it’s purpose Rate the sound -3-4
Apple AirPods with Charging Case (Wired),4.8,26820,Jen,5,19-May-21,"I bought these for my wife for mothers day and now I try to sneak them away and use them as much as possible because they are so awesome. They last a long time, sound great, and are very comfortable. I will be buying my own pair today I am sure. Highly recommend!"
Apple AirPods with Charging Case (Wired),4.8,26820,Superfly,1,10-Apr-21,Left side stopped working after 6 months. Called to get it replaced and they wanted me to pay. Waste of money. Don’t buy!
Apple AirPods with Charging Case (Wired),4.8,26820,Martin Riva,5,21-May-21,Llegó super bien!!
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,23-Apr-21,I’ve used these for audio books snd music. The sound quality is great as well as the noise cancellation
Apple AirPods with Charging Case (Wired),4.8,26820,Joyce,1,27-Apr-21,Item came badly and dirty like if someone was using it and every on AirPod peace is not even there
Apple AirPods with Charging Case (Wired),4.8,26820,Haythem,5,27-Apr-21,Nice
Apple AirPods with Charging Case (Wired),4.8,26820,Corrina Day,3,17-Apr-21,They keep falling out of my ear. I already lost one
Apple AirPods with Charging Case (Wired),4.8,26820,Aaron,5,4-May-21,"was delivered without a problem and they ARE the true Airpods from Apple, just with a better price than my original ones bought from Apple."
Apple AirPods with Charging Case (Wired),4.8,26820,William Yager,5,21-Apr-21,My son lives them
Apple AirPods with Charging Case (Wired),4.8,26820,Cora Longoria,4,12-Apr-21,"Loved my Airpods while they lasted. They’re not broken or anything, but the sound from one of the pods dulled so much that I don’t even bother using them anymore which makes me really sad. And even though dulled sound in earbuds is normal after a lot of usage, it happened SO quickly that it was super frustrating. It is what it is but somewhat disappointed."
Apple AirPods with Charging Case (Wired),4.8,26820,Joi,5,20-Apr-21,Love them!!!! Better than any other Bluetooth earbuds Iv had!
Apple AirPods with Charging Case (Wired),4.8,26820,Nurin Salleh,5,20-Apr-21,Good for running
Apple AirPods with Charging Case (Wired),4.8,26820,Amy,2,21-May-21,"One side stop working within 40days, the other side stop working at 48 days. It is real bad."
Apple AirPods with Charging Case (Wired),4.8,26820,Cydnie,5,27-May-21,Best great quality & battery life
Apple AirPods with Charging Case (Wired),4.8,26820,Navy Lax,1,17-May-21,"Absolute junk - we’ve had these for a few years and they sit collecting dust in our closet. Sound quality is horrible, volume is so faint one might say they it is almost indiscernible. We have since purchased $25 Phaiser headphones that blow these out of the water."
Apple AirPods with Charging Case (Wired),4.8,26820,karissa M suarez jimenez,5,22-Apr-21,Todo en buenas condiciones
Apple AirPods with Charging Case (Wired),4.8,26820,Reagan Bradley,5,30-Apr-21,It’s authentic and in perfect condition. I had no problems with the product and it was not late with its delivery.
Apple AirPods with Charging Case (Wired),4.8,26820,Penny Kimball,5,26-May-21,Great EarPods
Apple AirPods with Charging Case (Wired),4.8,26820,Lay,5,30-May-21,"PROS- Product over all is great. It has a nice fit in my ears and a clear, loud sound. there is a paring button on the back of the case if you don’t have an apple phone. When you take one air pod out of your ears it will pause the sound until you put it back in. Same if you only had one AirPod in. I haven’t had any connection issues so far. The case is also pretty durable as I’ve dropped it a couple times. —————— CONS— If you have a generic type of ear it will fit. Any variation and it won’t. If you have trouble fitting the apple wired earbuds then these will not fit your ears."
Apple AirPods with Charging Case (Wired),4.8,26820,Jieun Lee,1,26-Apr-21,"DONT BUY THIS! The photos are exactly what I got. This is obviously used one. When I connect to my phone, this airpod has Serbian name! A lot of scratches & dirt inside!"
Apple AirPods with Charging Case (Wired),4.8,26820,Amazon Customer,5,13-May-21,"Love them! Tried many others…. Spend the extra on these, you won’t regret it."
Apple AirPods with Charging Case (Wired),4.8,26820,Tiffany,5,8-Apr-21,12 year old loves me but doesnt talk to me. Its good and bad
Apple AirPods with Charging Case (Wired),4.8,26820,deneisha,5,10-May-21,Noise cancellation is amazing 🤩
Apple AirPods with Charging Case (Wired),4.8,26820,esimm,5,23-May-21,These were a gift for my daughter. She loves them!!
Apple AirPods with Charging Case (Wired),4.8,26820,J.L. Wells,5,15-Apr-21,I bought these to replace the ones I lost. Worked quite well.
Apple AirPods with Charging Case (Wired),4.8,26820,Lorina Lerma,5,12-Apr-21,I love my EarPods best decision I ever made
Apple AirPods with Charging Case (Wired),4.8,26820,susan,5,6-May-21,Great for music and making phone calls. Easy to charge. Great as a gift.
